USE_LICENSE_URL,GUID,MEDIA,SCIENTIFIC_NAME,ID_DATE,ID_HISTORY,CITATIONS,IDENTIFIED_BY,OTHERCATALOGNUMBERS,RELATEDCATALOGEDITEMS,COLLECTORS,PREPARATORS,VERBATIM_COORDINATES,SPECIMEN_EVENT_TYPE,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,SPECIMEN_EVENT_REMARK,LOCALITY_NAME,GEOREFERENCE_SOURCE,GEOREFERENCE_PROTOCOL,COORDINATEUNCERTAINTYINMETERS,DATUM,COUNTRY,STATE_PROV,FEATURE,COUNTY,ASSOCIATED_SPECIES,ORIG_ELEV_UNITS,SPEC_LOCALITY,VERBATIM_LOCALITY,COLLECTING_METHOD,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,PARTS,PARTDETAIL,DEC_LAT,DEC_LONG,COLLECTING_EVENT_ID,YEAR_COLLECTED,RELATEDSPECIMENID,NATURE_OF_ID,ENTERED_BY,COLL_EVENT_REMARKS,DAY_COLLECTED,ACCN_NUMBER,FORMATTED_SCIENTIFIC_NAME,LOCALITY_REMARKS,MAKER,SPECIMENEVENTDETERMINER,MONTH_COLLECTED,REMARK,ELEV_IN_M,INDIVIDUALCOUNT,COLLECTING_SOURCE,MADE_DATE,VERIFICATIONSTATUS,IDENTIFICATION_REMARKS
"http://creativecommons.org/licenses/by/3.0/","UCM:Mamm:13090","[]","Lepus townsendii campanius","1965","<i>Lepus townsendii campanius</i> (accepted ID) identified by W. B. Zimmerman on 1965; method: unknown Remark: Former nature_of_id: legacy.","","W. B. Zimmerman","original identifier=Colorado State University: CSU 11012","","W. B. Zimmerman","","","collection","Ryan Allen","1965-11-19","","","","","","","United States","Colorado","","Larimer County","","","T7N R68W sec 23, alfalfa field on B Weitzel farm","Colorado, Larimer county, T7N R68W sec 23, alfalfa field on B Weitzel farm","","19 November 1965","1965-11-19T18:00:00","1965-11-19T18:00:00","skull; skin, study","not available","","","10886874","1965","","unknown","Encumbered","","19","0","<i>Lepus townsendii campanius</i>","LatLongRemarks: TRS Data: 7N, 68W, 23; Confidence Value: 4; UTM Zone: 13; Confidence Value: 4; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 502412; UTM_NS: 4489631","","Ryan Allen on 1965-11-19","11","6:00 pm","","1","wild caught","1965","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Mamm:65229","[]","Lepus townsendii townsendii","1999-01-27","<i>Lepus townsendii townsendii</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: unknown Remark: Former nature_of_id: legacy.","","Museum of Vertebrate Zoology, University of California, Berkeley","collector number=4455","","E. Raymond Hall","","39.28568/-119.88472","collection","Cyril L. Fernandez","2002-04-23","","","ArcView GNIS","not recorded","5153.119488","North American Datum 1927","United States","Nevada","","Washoe County","","ft","3 mi S Mt. Rose","3 mi S Mt. Rose","","19 Aug 1934","1934-08-19","1934-08-19","skull; skin, study","[{""ID"":""13120839"",""SF"":"""",""PN"":""skin, study"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":""[  ] Museum of Vertebrate Zoology (institution)"",""RK"":"""",""PA"":[]},{""ID"":""15120839"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":""[  ] Museum of Vertebrate Zoology (institution)"",""RK"":"""",""PA"":[]}]","39.28568","-119.88472","10163137","1934","","unknown","Encumbered","","19","4429","<i>Lepus townsendii townsendii</i>","","","Cyril L. Fernandez on 2002-04-23","08","","2621.28-2621.28","1","wild caught","1999-01-27","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/licenses/by/3.0/","UCM:Mamm:13094","[]","Lepus townsendii campanius","1966","<i>Lepus townsendii campanius</i> (accepted ID) identified by K. Everidge on 1966; method: unknown Remark: Former nature_of_id: legacy.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10008227"">Mills et al. 2018</a>","K. Everidge","original identifier=Colorado State University: CSU 11687","","K. Everidge","","","collection","Todd Fielder","1966-12-11","","","","","","","United States","Colorado","","Larimer County","","","12 mi SW Buckingham.","Colorado, Larimer county, 12 mi SW Buckingham.","","11 December 1966","1966-12-11","1966-12-11","skull; skin, study","not available","","","10880683","1966","","unknown","Encumbered","","11","0","<i>Lepus townsendii campanius</i>","LatLongRemarks: TRS Data: 6N, 70W, 22; Confidence Value: 4; UTM Zone: 13; Confidence Value: 4; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 480819; UTM_NS: 4479473","","Todd Fielder on 1966-12-11","12","","","1","wild caught","1966","unverified","Former nature_of_id: legacy."
"http://arctosdb.org/home/data/","UWYMV:Mamm:847","[]","Lepus townsendii","1965-03-14","<i>Lepus townsendii</i> (accepted ID) identified by Diane M. Robles on 1965-03-14; method: unknown Remark: Former nature_of_id: legacy.","","Diane M. Robles","collector number=DMR 3","","Diane M. Robles","","41.50578/-105.849744","collection","James M. Maley","2012-08-28","","","GeoLocate","BioGeoMancer","15090","World Geodetic System 1984","United States","Wyoming","","Albany County","","","19 miles NW Laramie","19 miles NW Laramie","","1965-03-14","1965-03-14","1965-03-14","skin","[{""ID"":""22490678"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""in collection"",""CD"":""whole"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","41.50578","-105.849744","10612374","1965","","unknown","Encumbered","","14","1","<i>Lepus townsendii</i>","","","James M. Maley on 2012-08-28","03","","","1","wild caught","1965-03-14","unverified","Former nature_of_id: legacy."
"http://arctosdb.org/home/data/","MSB:Mamm:11079","[]","Lepus townsendii companius","2005-02-15","<i>Lepus townsendii companius</i> (accepted ID) identified by unknown on 2005-02-15; method: unknown Remark: Former nature_of_id: legacy.","","unknown","preparator number=?","","R. M. Hansen","","38.1883167/-106.6811165","collection","Mindy R. Williamson","2003-10-21","","","USGS Map","not recorded","3218.688","North American Datum 1927","United States","Colorado","","Saguache County","","","COCHETOPA PARK AREA","COCHETOPA PARK AREA","","before 1 Jan 2005","1800-01-01","2005-01-01","skull; skeleton, postcranial","[{""ID"":""1790883"",""SF"":"""",""PN"":""skeleton, postcranial"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""1790882"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","38.1883167","-106.6811165","1420533","","","unknown","Encumbered","","01","0000.000.Mamm","<i>Lepus townsendii companius</i>","","","Mindy R. Williamson on 2003-10-21","01","COLLECTED IN SUMMER","","1","wild caught","2005-02-15","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","DMNS:Mamm:16507","[]","Lepus townsendii","2016-01-19","<i>Lepus townsendii</i> (accepted ID) identified by Gabriele Paul on 2016-01-19; method: features Remark: Former nature_of_id: expert.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii"">Lepus townsendii</a> in <a href=""http://arctos.database.museum/publication/10009110"">Brown et al. 2019</a>","Gabriele Paul","DZTM: Denver Zoology Tissue Mammal=3919","","USDA Wildlife Services","Gabriele Paul","39.85833/-104.66694","collection","Andrew Charles Doll","2016-10-03","","","GeoLocate","GeoLocate","5700","World Geodetic System 1984","United States","Colorado","","Denver County","","m","Denver, Denver International Airport","Denver International Airport","salvage","Feb-Mar 2014","2014-02-01","2014-03-31","skeleton, partial; muscle (frozen); muscle (frozen) sample","[{""ID"":""26058907"",""SF"":"""",""PN"":""muscle (frozen)"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27136499"",""SF"":""26058907"",""PN"":""muscle (frozen)"",""LC"":""1"",""DP"":""subsampled"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""26058906"",""SF"":"""",""PN"":""skeleton, partial"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","39.85833","-104.66694","10977270","2014","","features","Encumbered","","","2014-138","<i>Lepus townsendii</i>","","","Andrew Charles Doll on 2016-10-03","","specimen in poor condition - crushed and in several pieces.","1600-1650","1","wild caught","2016-01-19","unverified","Former nature_of_id: expert."
"http://creativecommons.org/publicdomain/zero/1.0/","UMNH:Mamm:501","[]","Lepus townsendii townsendii","2016-10-24","<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: unknown Remark: Former nature_of_id: legacy.","","unknown","collector number=AMW 100","","Angus M. Woodbury","","40.58139/-111.22639","collection","unknown","2016-10-24","OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native","","not recorded","not recorded","805","North American Datum 1927","United States","Utah","","Summit County","","m","Woodland","United States | Utah | Summit","","10/16/1931","1931-10-16","1931-10-16","skin; skin sample; skull","[{""ID"":""26260234"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27160165"",""SF"":""26260234"",""PN"":""skin"",""LC"":""1"",""DP"":""used up"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""26260235"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","40.58139","-111.22639","11001327","1931","","unknown","Encumbered","","16","0000","<i>Lepus townsendii townsendii</i>","VERBATIMELEVATION: 6800","","unknown on 2016-10-24","10","","2072.64-2072.64","1","","2016-10-24","unverified","Former nature_of_id: legacy."
"http://arctosdb.org/home/data/","MSB:Mamm:117956","[]","Lepus townsendii companius","2005-03-08","<i>Lepus townsendii companius</i> (accepted ID) identified by unknown on 2005-03-08; method: unknown Remark: Former nature_of_id: legacy.","","unknown","USGS: U.S. Geological Survey=BS/FC 17956; preparator number=CAR 2979","","Cindy A. Ramotnik","","","collection","unknown","2012-07-08","","","Google Earth","not recorded","100","World Geodetic System 1984","United States","Nebraska","Valentine National Wildlife Refuge","Cherry County","","","2.2 miles south and 4.4 miles east of Headquarters","Valentine National Wildlife Refuge, 2.2 mi S, 4.4 mi E Headquarters","","13-Jun-1991","1991-06-13","1991-06-13","skin; skull","[{""ID"":""2256250"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""teaching collection"",""CD"":""unchecked"",""BC"":""P2AEO"",""CP"":""[ MSB ] Museum of Southwestern Biology (institution):[ MSBMAMM ] MSB Division of Mammals (collection):[ MSBMAMMCOLL ] MSB Mammal Collection (room):[ P2AEO ] NM Diversity Collection (case)"",""RK"":"""",""PA"":[]},{""ID"":""2256249"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""teaching collection"",""CD"":""unchecked"",""BC"":""P2AEO"",""CP"":""[ MSB ] Museum of Southwestern Biology (institution):[ MSBMAMM ] MSB Division of Mammals (collection):[ MSBMAMMCOLL ] MSB Mammal Collection (room):[ P2AEO ] NM Diversity Collection (case)"",""RK"":"""",""PA"":[]}]","42.455639","-100.434622","1460058","1991","","unknown","Encumbered","","13","0000.098.USGS","<i>Lepus townsendii companius</i>","","","unknown on 2012-07-08","06","no embryos","","1","wild caught","2005-03-08","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/licenses/by/3.0/","UTEP:ES:6-2138","[]","Lepus townsendii cf.","1967-05-28","<i>Lepus townsendii cf.</i> (accepted ID) identified by Arthur H. Harris on 1967-05-28; method: features Remark: species cf.; Former nature_of_id: expert.","","Arthur H. Harris","collector number=4427","","Arthur H. Harris","","","collection","Arthur H. Harris","1967-05-28","","UTEP:ES:Site 6","GeoLocate","GeoLocate","231","World Geodetic System 1984","United States","New Mexico","","Eddy County","","m","Harris' Pocket, Dry Cave","USA, New Mexico, Eddy, Harris' Pocket, Dry Cave, Pecos River drainage, 32.3723 Lat, -104.4815 Lon, SEC 22 W1/2 SE1/4, NE1/4SE1/4  R24E T22S, Elev. 1280 M, Strat: Upper Level  ","","1967-05-28","1967-05-28","1967-05-28","tibiofibula","[{""ID"":""26004683"",""SF"":"""",""PN"":""tibiofibula"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""Tibiofibula"",""PA"":[]}]","32.3723","-104.4815","10974170","1967","","features","Encumbered","","28","1967.008","<i>Lepus townsendii</i>","Pecos River Drainage. Dry cave.  Enlargement in small limestone corridor; lead in one direction carries to balcony of Balcony Room; in other direction, too small to follow, but apparently the source of the fossil material and probably leads to foot of deposits from Bison Sink in vicinity of UTEP 4. Carnaro Peak Topographic Quad,  Lat. 32 degrees 22.34 Minutes North, Long. 104 degrees, 28.89 minutes West.  UTM 548.770 East, 3581.640 North, NAD 27. T.22S., R.24E., Section 22.  Elevation 4200. Wisconsinan Pleistocene. Minimum date = 14470.","","Arthur H. Harris on 1967-05-28","05","","1280-1280","1","","1967-05-28","unverified","species cf.; Former nature_of_id: expert."
"http://arctosdb.org/home/data/","UWYMV:Mamm:2998","[]","Lepus townsendii","1971-01-01","<i>Lepus townsendii</i> (accepted ID) identified by Billy L. Crago on 1971-01-01; method: unknown Remark: Former nature_of_id: legacy.","","Billy L. Crago","collector number=5","","Billy L. Crago","","","collection","James M. Maley","2012-10-01","","","GeoLocate","GeoLocate","17686","World Geodetic System 1984","United States","Wyoming","","Crook County","","","13.5 miles E Upton","13.5 miles west of Upton","","1971-01-01","1971-01-01","1971-01-01","skin","[{""ID"":""22521199"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""in collection"",""CD"":""whole"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","44.099397","-104.355226","10617713","1971","","unknown","Encumbered","","01","1","<i>Lepus townsendii</i>","","","James M. Maley on 2012-10-01","01","","","1","wild caught","1971-01-01","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","UMNH:Mamm:23795","[]","Lepus townsendii townsendii","2016-10-24","<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: unknown Remark: Former nature_of_id: legacy.","","unknown","collector number=GDB 351","","George D. Bear","","38.2258342/-106.7693009","collection","unknown","2016-10-24","OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native","","not recorded","not recorded","1000","North American Datum 1927","United States","Colorado","","Saguache County","","","3 mi W Cochetopa Dome","United States | Colorado | Saguache","","3/11/1960","1960-03-11","1960-03-11","skull; ear (dry); ear (dry) sample","[{""ID"":""26329271"",""SF"":"""",""PN"":""ear (dry)"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27160204"",""SF"":""26329271"",""PN"":""ear (dry)"",""LC"":""1"",""DP"":""used up"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""26329272"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","38.2258342","-106.7693009","11009296","1960","","unknown","Encumbered","","11","0000","<i>Lepus townsendii townsendii</i>","","","unknown on 2016-10-24","03","","","1","","2016-10-24","unverified","Former nature_of_id: legacy."
"http://arctosdb.org/home/data/","MSB:Mamm:326596","[]","Lepus townsendii","2019-03-21","<i>Lepus townsendii</i> (accepted ID) identified by Jonathan L. Dunnum on 2019-03-21; method: features Remark: Former nature_of_id: curatorial.","","Jonathan L. Dunnum","preparator number=JSH 004","","unknown","Jessica S. Hathcock","","collection","Jonathan L. Dunnum","2019-03-21","","","","","","","United States","","","","","","No specific locality recorded","No specific locality recorded.","","No date recorded.","1995-01-01","2008-12-31","skin","[{""ID"":""28373421"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""In synoptic collection"",""PA"":[]}]","","","11307434","","","features","Encumbered","","","0000.000.Mamm","<i>Lepus townsendii</i>","","","Jonathan L. Dunnum on 2019-03-21","","","","1","wild caught","2019-03-21","unverified","Former nature_of_id: curatorial."
"http://arctosdb.org/home/data/","UWYMV:Mamm:841","[]","Lepus townsendii","1964-05-09","<i>Lepus townsendii</i> (accepted ID) identified by James Lutey on 1964-05-09; method: unknown Remark: Former nature_of_id: legacy.","","James Lutey","collector number=L 11","","James Lutey","","","collection","James M. Maley","2012-09-25","","","GeoLocate","GeoLocate","10261","World Geodetic System 1984","United States","Nebraska","","Kimball County","","","Kimball area","4 miles S Kimball","","1964-05-09","1964-05-09","1964-05-09","skin","[{""ID"":""22518427"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""in collection"",""CD"":""whole"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","41.23583","-103.6625","10617151","1964","","unknown","Encumbered","","09","1","<i>Lepus townsendii</i>","","","James M. Maley on 2012-09-25","05","","","1","wild caught","1964-05-09","unverified","Former nature_of_id: legacy."
"http://arctosdb.org/home/data/","MSB:Mamm:60683","[]","Lepus townsendii","2005-02-15","<i>Lepus townsendii</i> (accepted ID) identified by unknown on 2005-02-15; method: unknown Remark: Former nature_of_id: legacy.","","unknown","preparator number=2465","","C. Gregory Schmitt","","36.689002/-105.666361","collection","Janeth Davidson","2003-06-11","","","USGS Map","not recorded","3218.688","North American Datum 1927","United States","New Mexico","","Taos County","","","1 MI S, 4 MI W QUESTA, BLM RIO GRANDE WILD RIVER D","1 MI S, 4 MI W QUESTA, BLM RIO GRANDE WILD RIVER D","","29-Jul-1981","1981-07-29","1981-07-29","skin","[{""ID"":""1924772"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""unchecked"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","36.689002","-105.666361","1432581","1981","","unknown","Encumbered","","29","0000.000.Mamm","<i>Lepus townsendii</i>","","","Janeth Davidson on 2003-06-11","07","","","1","wild caught","2005-02-15","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","DMNS:Mamm:4070","[]","Lepus townsendii campanius","1940-12-08","<i>Lepus townsendii campanius</i> (accepted ID) identified by Robert L. Landberg on 1940-12-08; method: features Remark: Former nature_of_id: field.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10008227"">Mills et al. 2018</a>; voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10009110"">Brown et al. 2019</a>","Robert L. Landberg","collector number=RLL/F.188","","Robert L. Landberg","","39.73833/-104.32278","collection","Meghan L. Truckey","2012-06-25","","","GeoLocate","GeoLocate","4913","World Geodetic System 1984","United States","Colorado","","Adams County","","","Strasburg","Strasburg, Adams Co., Colo.","","8 December 1940","1940-12-08","1940-12-08","skull; skin, study; skin, study sample; skin, study sample","[{""ID"":""21875024"",""SF"":"""",""PN"":""skin, study"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27136489"",""SF"":""21875024"",""PN"":""skin, study"",""LC"":""1"",""DP"":""subsampled"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""29008303"",""SF"":""21875024"",""PN"":""skin, study"",""LC"":""1"",""DP"":""on loan"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""21875025"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""the left ascending ramus is crushed into 6 pieces"",""PA"":[]}]","39.73833","-104.32278","10358737","1940","","features","Encumbered","","08","1111","<i>Lepus townsendii campanius</i>","","","Meghan L. Truckey on 2012-06-25","12","","","1","wild caught","1940-12-08","unverified","Former nature_of_id: field."
"http://creativecommons.org/licenses/by/3.0/","UTEP:ES:22-44","[{""MI"":""10576764"",""MT"":""image/png"",""PU"":""https://web.corral.tacc.utexas.edu/arctos-s3/jegelewicz/2018-04-21/tn/tn_AnimalFairGrid.jpg"",""MU"":""https://web.corral.tacc.utexas.edu/arctos-s3/jegelewicz/2018-04-21/AnimalFairGrid.png"",""MC"":""image""}]","Lepus townsendii","1989-05-19","<i>Lepus townsendii</i> (accepted ID) identified by Arthur H. Harris on 1989-05-19; method: features Remark: Former nature_of_id: expert.","","Arthur H. Harris","","","University of Texas - El Paso","","","collection","University of Texas - El Paso","1971-12-31","","UTEP:ES:Site 22","collector","not recorded","1000","World Geodetic System 1984","United States","New Mexico","","Eddy County","","m","Dry Cave, Animal Fair","USA, New Mexico, Eddy, Animal Fair, Dry Cave, Pecos River drainage, 32.3723 Lat, -104.4815 Lon, SEC 22 R24E T22S, Elev. 1280 M, Strat: A8 L1","","1971--","1971-01-01","1971-12-31","tooth, molar","[{""ID"":""26483334"",""SF"":"""",""PN"":""tooth, molar"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""right m/1"",""PA"":[]}]","32.3723","-104.4815","11030159","1971","","features","Encumbered","Collector listed as UTEP8","","1971.007","<i>Lepus townsendii</i>","Pecos River drainage, SEC 22 R24E T22S","","University of Texas - El Paso on 1971-12-31","","Specimen Age Estimate - minimum date: 15030","1280-1280","1","","1989-05-19","unverified","Former nature_of_id: expert."
"http://creativecommons.org/licenses/by/3.0/","UCM:Mamm:7889","[]","Lepus townsendii townsendii","1907","<i>Lepus townsendii townsendii</i> (accepted ID) identified by Edward R. Warren on 1907; method: unknown Remark: Former nature_of_id: legacy.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii townsendii"">Lepus townsendii townsendii</a> in <a href=""http://arctos.database.museum/publication/10008227"">Mills et al. 2018</a>","Edward R. Warren","collector number=ERW 1811","","Edward R. Warren, J. W. Frey","","","collection","Todd Fielder","1907-01-12","","","","","","","United States","Colorado","","Saguache County","","ft","Villa Grove, 7975'","Colorado, Saguache county, Villa Grove, 7975'","","12 January 1907","1907-01-12","1907-01-12","skin, study","not available","","","10886936","1907","","unknown","Encumbered","","12","Legacy-21","<i>Lepus townsendii townsendii</i>","LatLongRemarks: I put pont at Villa Grove ppl from GNIS TF; TRS Data: 46S, 9E, 11; Confidence Value: 4; UTM Zone: 13; Confidence Value: 4; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 416993; UTM_NS: 4233618","","Todd Fielder on 1907-01-12","01","","2430.78-2430.78","1","wild caught","1907","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/licenses/by/3.0/","UTEP:ES:5689-162.066","[]","Lepus townsendii cf.","1987-08-09","<i>Lepus townsendii cf.</i> (accepted ID) identified by Arthur H. Harris on 1987-08-09; method: features Remark: species cf.; Former nature_of_id: expert.","","Arthur H. Harris","collector number=5949","","Arthur H. Harris","","","collection","Arthur H. Harris","1987-08-07","","UTEP:ES:Site 5689","collector","not recorded","1000","World Geodetic System 1984","United States","New Mexico","","Hidalgo County","","m","U-Bar Cave","USA, New Mexico, Hidalgo, U-Bar Cave, LA 5689, Internal - Playas Valley, 31.474494 Lat, -108.433644 Lon, SEC 35 SE 1/4 SE 1/4 R16W T32S, Elev. 1545 M, Strat: H-232-3 0.2 to 0.1 M","","1987-08-07","1987-08-07","1987-08-07","tibiofibula","[{""ID"":""26496860"",""SF"":"""",""PN"":""tibiofibula"",""LC"":""1"",""DP"":""in collection"",""CD"":""partial"",""BC"":"""",""CP"":"""",""RK"":""tibiofibula distal tip right"",""PA"":[]}]","31.474494","-108.433644","11031357","1987","","features","Encumbered","","07","1986.012","<i>Lepus townsendii</i>","Internal - Playas Valley, SEC 35 SE 1/4 SE 1/4 R16W T32S","","Arthur H. Harris on 1987-08-07","08","Specimen Age Range Estimate - minimum date: 14000, maximum date: 15000","1545-1545","1","","1987-08-09","unverified","species cf.; Former nature_of_id: expert."
"http://creativecommons.org/licenses/by/3.0/","UTEP:ES:12-271","[]","Lepus townsendii","1971-06-17","<i>Lepus townsendii</i> (accepted ID) identified by Arthur H. Harris on 1971-06-17; method: features Remark: species cf.; Former nature_of_id: expert.","","Arthur H. Harris","collector number=2","","Kathy A. Barrie","","","collection","Kathy A. Barrie","1971-06-17","","UTEP:ES:Site 12","GeoLocate","GeoLocate","231","World Geodetic System 1984","United States","New Mexico","","Eddy County","","m","Dry Cave, Balcony Room","USA, New Mexico, Eddy, Balcony Room, Dry Cave, Pecos River drainage, 32.3723 Lat, -104.4815 Lon, SEC 22 W1/2 SE1/4, NE1/4 SE1/4 R24E T22S, Elev. 1280 M, Strat: Grid 8 L3 Test Trench 1.","","1971-06-17","1971-06-17","1971-06-17","skull","[{""ID"":""26431358"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""Skull except occiput and nasals"",""PA"":[]}]","32.3723","-104.4815","11023481","1971","","features","Encumbered","","17","1971.004","<i>Lepus townsendii</i>","Pecos River Drainage. Deposits on floor of balcony room.  Sources are bison sink (via utep 54), the modern entrance, and possibly animal fair (utep 22). Also SW1/4 SW1/4 Sec 23, according to BLM.","","Kathy A. Barrie on 1971-06-17","06","","1280-1280","1","","1971-06-17","unverified","species cf.; Former nature_of_id: expert."
