type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2010-01-12 14:47:49.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 91d138c6-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=91d138c6-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				91d138c6-1ed8-11e3-bfac-90b11c41863e	41625		Sydney Anderson		male						Skull Complete																		1951-07-15		196	196	1951	7	15	1951-07-15									North America				U S A		WYOMING	NATRONA CO		CASPER, 1.5 MI S OF												42.82637	-106.3194	NAD27						decimal degrees				N Slade	2008-01-19		topozone																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 15:08:47.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 91ed96bd-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=91ed96bd-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				91ed96bd-1ed8-11e3-bfac-90b11c41863e	43895		ALCORN J R		undetermined						Skull Complete																		1951-09-19		262	262	1951	9	19	1951-09-19									North America				U S A		WYOMING	FREMONT CO		CROOKS GAP												42.36797	-107.85222	NAD27						decimal degrees				W. King (UMNH)	2002-12-05		USGS 1:24,000																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														UN		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 15:24:55.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92024867-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=92024867-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92024867-1ed8-11e3-bfac-90b11c41863e	45739		ELLIS R JR		female						Skin Complete;  Skull Complete																		1927-07-08		189	189	1927	7	8	1927-07-08									North America				U S A		NEVADA	ELKO CO		RUBY MTS; SUMMIT OF SECRET PASS											Surveys were along Gardner Creek. Used coordinates from our resurvey camp.	40.8175	-115.22195	not recorded						decimal degrees				Rebecca Rowe & Eric Rickart (UMNH)	2007-11-14																																	Lepus townsendii townsendii						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 15:24:55.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92024b30-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=92024b30-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92024b30-1ed8-11e3-bfac-90b11c41863e	45740		ELLIS R JR		female						Skin Complete;  Skull Complete																		1927-07-08		189	189	1927	7	8	1927-07-08									North America				U S A		NEVADA	ELKO CO		RUBY MTS; SUMMIT OF SECRET PASS											Surveys were along Gardner Creek. Used coordinates from our resurvey camp.	40.8175	-115.22195	not recorded						decimal degrees				Rebecca Rowe & Eric Rickart (UMNH)	2007-11-14																																	Lepus townsendii townsendii						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 15:24:56.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92024dfa-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=92024dfa-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92024dfa-1ed8-11e3-bfac-90b11c41863e	45741		BORELL A E		female						Skin Complete;  Skull Complete																		1927-08-10		222	222	1927	8	10	1927-08-10									North America				U S A		NEVADA	ELKO CO		RUBY MTS; SUMMIT OF SECRET PASS											Surveys were along Gardner Creek. Used coordinates from our resurvey camp.	40.8175	-115.22195	not recorded						decimal degrees				Rebecca Rowe & Eric Rickart (UMNH)	2007-11-14																																	Lepus townsendii townsendii						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 15:24:56.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92025392-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=92025392-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92025392-1ed8-11e3-bfac-90b11c41863e	45743		BORELL A E		female						Skin Complete;  Skull Complete																		1927-12-24		358	358	1927	12	24	1927-12-24									North America				U S A		NEVADA	ELKO CO		RUBY MTS, E BASE OF; N END OF RUBY VALLEY												40.43417	-115.47417	NAD27						decimal degrees				Cyril L. Fernandez (LACM)	2002-06-28		ArcView GNIS/DeLorme NV Gazetteer																															Lepus townsendii townsendii						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 15:24:57.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 9202565d-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=9202565d-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				9202565d-1ed8-11e3-bfac-90b11c41863e	45744		BORELL A E		male						Skin Complete;  Skull Complete																		1927-12-24		358	358	1927	12	24	1927-12-24									North America				U S A		NEVADA	ELKO CO		RUBY MTS, E BASE OF; N END OF RUBY VALLEY												40.43417	-115.47417	NAD27						decimal degrees				Cyril L. Fernandez (LACM)	2002-06-28		ArcView GNIS/DeLorme NV Gazetteer																															Lepus townsendii townsendii						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 15:24:57.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 9202592e-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=9202592e-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				9202592e-1ed8-11e3-bfac-90b11c41863e	45745		BORELL A E		female						Skin Complete;  Skull Complete																		1927-12-24		358	358	1927	12	24	1927-12-24									North America				U S A		NEVADA	ELKO CO		RUBY MTS, E BASE OF; N END OF RUBY VALLEY												40.43417	-115.47417	NAD27						decimal degrees				Cyril L. Fernandez (LACM)	2002-06-28		ArcView GNIS/DeLorme NV Gazetteer																															Lepus townsendii townsendii						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 15:24:58.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92025bf9-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=92025bf9-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92025bf9-1ed8-11e3-bfac-90b11c41863e	45746		BORELL A E		female						Skin Complete;  Skull Complete																		1927-12-24		358	358	1927	12	24	1927-12-24									North America				U S A		NEVADA	ELKO CO		RUBY MTS, E BASE OF; N END OF RUBY VALLEY												40.43417	-115.47417	NAD27						decimal degrees				Cyril L. Fernandez (LACM)	2002-06-28		ArcView GNIS/DeLorme NV Gazetteer																															Lepus townsendii townsendii						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 15:24:58.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92025ec6-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=92025ec6-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92025ec6-1ed8-11e3-bfac-90b11c41863e	45747		BORELL A E		female						Skin Complete;  Skull Complete																		1927-12-19		353	353	1927	12	19	1927-12-19									North America				U S A		NEVADA	ELKO CO		RUBY MTS, E BASE OF; 6 MI S OF SECRET PASS												40.72861	-115.1975	NAD27						decimal degrees				Cyril L. Fernandez (LACM)	2002-06-25		ArcView GNIS/DeLorme NV Gazetteer																															Lepus townsendii townsendii						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 15:24:59.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92026195-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=92026195-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92026195-1ed8-11e3-bfac-90b11c41863e	45748		BORELL A E		male						Skin Complete;  Skull Complete																		1927-07-05		186	186	1927	7	5	1927-07-05									North America				U S A		NEVADA	ELKO CO		RUBY MTS, E BASE OF; 10 MI S OF SECRET PASS												40.67064	-115.1975	NAD27						decimal degrees				Cyril L. Fernandez (LACM)	2002-06-25		ArcView GNIS/DeLorme NV Gazetteer																															Lepus townsendii townsendii						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 15:24:59.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92026468-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=92026468-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92026468-1ed8-11e3-bfac-90b11c41863e	45749		BORELL A E		male						Skin Complete;  Skull Complete																		1927-07-05		186	186	1927	7	5	1927-07-05									North America				U S A		NEVADA	ELKO CO		RUBY MTS, E SIDE OF; 10 MI S OF SECRET PASS												40.67064	-115.1975	NAD27						decimal degrees				Cyril L. Fernandez (LACM)	2002-06-25		ArcView GNIS/DeLorme NV Gazetteer																															Lepus townsendii townsendii						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 15:25:01.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92026faa-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=92026faa-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92026faa-1ed8-11e3-bfac-90b11c41863e	45753		BORELL A E		female						Skin Complete;  Skull Complete																		1928-06-25		177	177	1928	6	25	1928-06-25									North America				U S A		NEVADA	ELKO CO		RUBY MTS, E BASE OF; 20 MI N OF HARRISON PASS												40.61487	-115.51028	NAD27						decimal degrees				Cyril L. Fernandez (LACM)	2002-06-25		ArcView GNIS/DeLorme NV Gazetteer																															Lepus townsendii townsendii						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 15:25:17.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 9202d5ab-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=9202d5ab-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				9202d5ab-1ed8-11e3-bfac-90b11c41863e	45788		BORELL A E		female						Skull Complete;  Skeleton Complete																		1927-08-10		222	222	1927	8	10	1927-08-10									North America				U S A		NEVADA	ELKO CO		RUBY MTS; SUMMIT OF SECRET PASS											Surveys were along Gardner Creek. Used coordinates from our resurvey camp.	40.8175	-115.22195	not recorded						decimal degrees				Rebecca Rowe & Eric Rickart (UMNH)	2007-11-14																																	Lepus townsendii townsendii						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	townsendii														F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 18:45:37.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92a376fa-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=92a376fa-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92a376fa-1ed8-11e3-bfac-90b11c41863e	62230		Sydney Anderson		undetermined						Skull Complete																		1954-08-21		233	233	1954	8	21	1954-08-21									North America				U S A		WYOMING	FREMONT CO		SWEETWATER RIVER, 1.5 MI E OF; OREGON TRAIL CROSSING											River in Fremont Co.	42.551482	-107.94294	unknown						decimal degrees				N Slade	2008-08-05		Google Earth																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														UN		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2010-01-12 18:45:38.0	http://creativecommons.org/licenses/by/4.0/deed.en_US		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 92a3795f-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	http://portal.vertnet.org/o/ku/kum?id=92a3795f-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen				92a3795f-1ed8-11e3-bfac-90b11c41863e	62231		Sydney Anderson		male						Skull Complete																		1954-08-21		233	233	1954	8	21	1954-08-21									North America				U S A		WYOMING	FREMONT CO		SPLITROCK, 1 MI N, 8 MI W OF												42.48032	-107.73487	NAD27						decimal degrees				Eric Rickart (UMNH)	2003-07-07		GNIS gazetteer																															Lepus townsendii campanius						Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius														M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu:8080/ipt/resource.do?r=kubi_mammals (source published on 2019-07-30)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2019-07-30	2019-08-31	no migrator	0	0	0	0	0	specimen	0
