bam_file,sample,year,latitude,longitude,winter_pheno,state,source,museum,batch
/home/tt164677e/tim_beegfs/wtjr_genomics/processed_reads_new_seq/realigned/UMNH_23783.realigned.sorted.bam,UMNH_23783,1960,38.26028,-106.61544,NA,CO,UMNH,TRUE,tim
/home/tt164677e/tim_beegfs/wtjr_genomics/processed_reads_new_seq/realigned/UMNH_23798.realigned.sorted.bam,UMNH_23798,1960,38.2163382,-106.6134455,ears,CO,UMNH,TRUE,tim
/home/tt164677e/tim_beegfs/wtjr_genomics/processed_reads_new_seq/realigned/UMNH_23807.realigned.sorted.bam,UMNH_23807,1960,38.26028,-106.61544,NA,CO,UMNH,TRUE,tim
/home/tt164677e/tim_beegfs/wtjr_genomics/processed_reads_new_seq/realigned/UMNH_23808.realigned.sorted.bam,UMNH_23808,1960,38.26028,-106.61544,NA,CO,UMNH,TRUE,tim
/home/tt164677e/tim_beegfs/wtjr_genomics/processed_reads_new_seq/realigned/UMNH_24500.realigned.sorted.bam,UMNH_24500,1968,40.155,-109.97,NA,UT,UMNH,TRUE,tim
/home/tt164677e/tim_beegfs/wtjr_genomics/processed_reads_new_seq/realigned/UMNH_24501.realigned.sorted.bam,UMNH_24501,1967,39.793,-110.549,NA,UT,UMNH,TRUE,tim
/home/tt164677e/tim_beegfs/wtjr_genomics/processed_reads_new_seq/realigned/UMNH_24506.realigned.sorted.bam,UMNH_24506,1968,40.19558,-109.96642,NA,UT,UMNH,TRUE,tim
/home/tt164677e/tim_beegfs/wtjr_genomics/processed_reads_new_seq/realigned/UMNH_7018.realigned.sorted.bam,UMNH_7018,1948,41.93155,-113.34866,NA,utah,UMNH,TRUE,tim
/home/tt164677e/tim_beegfs/wtjr_genomics/processed_reads_new_seq/realigned/UMNH_7019.realigned.sorted.bam,UMNH_7019,1948,40.72472,-111.34111,1 or 2,utah,UMNH,TRUE,tim
/home/tt164677e/tim_beegfs/wtjr_genomics/processed_reads_new_seq/realigned/UMNH_9544.realigned.sorted.bam,UMNH_9544,1953,38.0821,-110.50814,NA,utah,UMNH,TRUE,tim
